Nama,cluster_ind_fastrp_256
IGOR SERGUEEVITCH ZYEMIT,3
IHSAN MULIA PUTRI,1
IHSANUDDIN USMAN,1
IIN SAINAH,1
IIS HERIJATI,0
IKA KUSUMA PUTRI B,1
IKATAN ALUMNI TEKNIK UNDIP,1
IKHSAN WIJAYA,3
IKHWAN ABIDIN,0
IKIN WIRAWAN,3
IKRA ZAMA DINNATA,3
ILDA IMELDA TATANG,3
ILHAM,2
ILHAM YACOB,1
ILLIAH,0
ILMANDRI,0
ILMIYATI,0
IMAM MUSTAFA,1
IMAM SUBOWO,1
IMAM SUDJARWO,3
IMAN DARUS HIKHMAN,1
IMAN RACHMAN,0
IMAN SANTOSO,3
IMAN SJAFEI,3
IMELDA,1
IMELDA GRACIA SOEDHARMO,0
IMELDA JUSUF,3
IMELDA TIO,2
IMMANUEL ADI PAKARYANTO,1
IN SHE,2
INAWATY HANDOJO,3
INDAH AGUNG MANDIRI,0
INDAH KIAT PULP & PAPER TBK,3
INDAH PREASTUTY,1
INDAH PUSPITA SARI,2
INDAH PUSPITASARI,0
INDAHTATI WIDJAJADI,3
INDAL ALUMINIUM INDUSTRY TBK,1
INDARYONO,2
INDIKA ENERGY TBK,3
INDIRA PURWITA DJOHAN,1
INDJUN,1
INDO ACIDATAMA TBK,3
INDO KORDSA TBK,2
INDO STRAITS TBK,0
INDO TAMBANGRAYA MEGAH TBK,0
INDO TEKNIK DIESEL,1
INDOCEMENT TUNGGAL PRAKARSA TBK,3
INDOFARMA TBK,1
INDOFOOD CBP SUKSES MAKMUR TBK,2
INDOFOOD SUKSES MAKMUR TBK,2
INDOMOBIL SUKSES INTERNASIONAL TBK,3
INDONESIA PRIMA PROPERTY TBK,3
INDONESIAN PARADISE PROPERTY TBK,0
INDOPOLY SWAKARSA INDUSTRY TBK,1
INDOSPRING TBK,1
INDRA,1
INDRA ANDREAS BENYAMIN,3
INDRA BOEDIJONO,1
INDRA CAHYA UNO,1
INDRA CAHYONO,3
INDRA CHRISTANTO,0
INDRA EKA PRIATNA,3
INDRA GUNAWAN,1
INDRA HALIM,3
INDRA JAYA DAVID PARDOSI,3
INDRA KUKUH BUDIHARDJO,1
INDRA KURNIAWAN MUALIM,1
INDRA NUGRAHA KUSNAN,3
INDRA PRIAWAN DJOKOSOETONO,2
INDRA RUKMANA,0
INDRA SAFITRI,1
INDRA SAKTI,1
INDRA SANDJOJO,3
INDRA SASTRAWIJAYA,1
INDRA SETIAWAN BUN,1
INDRA SURYA,3
INDRA SURYA WINATA,0
INDRA SUTANTO,3
INDRA U BAKRIE,0
INDRA UTOYO,2
INDRA WIDJAJA,3
INDRA WIDYADHARMA,0
INDRA WINARNO,1
INDRADI PRASODJO,2
INDRAJAYA WARDHANA,3
INDRASANA PATMAWIDJAJA,1
INDRASWARI WONOWIDJOJO,1
INDRAWAN MASRIN,3
INDRAWATI,1
INDRAWATI KANGMARTONO,1
INDRAWATI NURSALIM,3
INDRIA,0
INDRIANI SUHARTONO,1
INDRIATI,1
INDRIEFFOUNY INDRA,1
INDRIYANTI RAFI SUKMAWATI,1
INDUSTRI PAMERAN NUSANTARA,3
ING ING CINDY EVA,2
INGGRID KARTIKAWAKTI WIDJAJA,1
INGGRID KUSUMODJOJO,3
INRIANA SUHENDRO,0
INSYINUR HENDARTO TJOKROSETIO,3
INTAN RAHMAWATI,0
INTANWIJAYA INTERNASIONAL TBK,0
INTER WAHANA NUSANTARA,1
INTER-DELTA TBK,1
INTI BANGUN SEJAHTERA TBK,1
INTILAND DEVELOPMENT TBK,2
INTRACO PENTA TBK,0
IPENG WIDJOYO,3
IRA BUDIARTI,0
IRALIMUDDIN,1
IRAWAN HERNADI SADIKIN,2
IRAWAN KRIDO PAMUNGKAS,1
IRAWAN MARIO NOH PALILINGAN,3
IRAWAN SASTROTANOJO,1
IRAWAN SUHUD,3
IRAWAN WIDJAJA,0
IRENE,1
IRENE HIDAYAT,3
IRENE STEPHANIE ELIM K,3
IRENE THESMAN,1
IRFAN MAULANA,0
IRFAN RAMLI,1
IRHAM,3
IRIANTO SANTOSO,1
IRIMAN ABADI,3
IRMA DAMAYANTI,1
IRMAN,1
IRNANA AVIANTINA,1
IRSAL KAMARUDIN,3
IRSAN SOSIAWAN,3
IRSAN YAPTO,3
IRVAN HANAFI,0
IRVAN JULIANSAH,0
IRVAN MUHSON JAUHARI,1
IRWAN ADRIANSYAH,3
IRWAN ATMADJA,1
IRWAN ATMADJA DINATA,0
IRWAN BUNYAMIN AFIFF,1
IRWAN HIDAYAT,3
IRWAN KAMDANI,3
IRWAN MUALIM,1
IRWAN SUSANTO,1
IRWAN SUSIANTO S,0
IRWAN TIRTARIYADI,3
IRWAN TJIOE,1
IRWANDY ARIF,2
IRWANSYAH,3
IRWANTONO SENTOSA,0
IRWIN ALLEN POERNOMO,3
ISABEL HIDAJAT,3
ISHAK CHANDRA,3
ISHAK RACHMAT TJAHYONO,0
ISKANDAR ZULKARNAEN,3
ISLAND CONCEPTS INDONESIA TBK,2
ISMAIL,1
ISMANTO,3
ISMU PRASETYO,3
ISNA ADIANTI,3
ISTAMA TATANG SIDDHARTA,0
ISTAMAR,3
ISTANTO BURHAN,3
ITA ARYATI HUDIANTO,2
ITSNA AYU NUR AINY,0
ITUNG PRASAJA,3
IVAN ALAMSYAH SIREGAR,0
IVAN EKANCONO,0
IVAN LEANDER M DE JONGHE,0
IVAN M BASREWAN,1
IVAN PESIK,3
IVAN RIZAL SINI,3
IVAN WIBAWA LINGGA,0
IVAN WIRASA,3
IVAN YONAGA SANTOSO,1
IVANA BAHTIAR,1
IVI SUMARNA SURYANA,1
IVO RUSTANDI,1
IVONNE HADISURJO,3
IWA SUKRESNO KARUNIA,3
IWAN,0
IWAN DEWONO BUDIYUWONO,0
IWAN FUAD SALIM,0
IWAN HADIANTORO,3
IWAN KARTONO,1
IWAN KURNIAWAN,1
IWAN KUSTIO,1
IWAN LOEKANTORO LAKSMONO,3
IWAN LUISON,1
IWAN PUTRA BRASALI,2
IWAN SETIAWAN,3
IWAN SETIAWAN CHANDRA,0
IWAN SUGIARJO,1
IWAN SURYAPUTRA,3
IWAN TIRTO KUSUMO,3
IWAN TJAHJADI,3
IWAN TJANDRA,3
IWI SUMBADA,1
IYAN PERMANA,3
J RESOURCES ASIA PASIFIK TBK,1
JACKSON CHOEWANDY,3
JACKSON MASSIE,0
JACKSON WIJAYA LIMANTARA,3
JACQUELINE BASTIAAN WIJAYA,3
JACQUELINE SITORUS,3
JAEGOPAL HUTAPEA,1
JAEHYUK CHOI,1
JAHJA SANTOSO,3
JAHJA SETIAATMADJA,1
JAHJA SOETOYO,3
JAHJA TEAR TJAHJANA,0
JAKARIA UMAR,1
JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK,2
JAKARTA SETIABUDI INTERNASIONAL TBK,1
JAKOB IMAN,3
JAKOBUS BUDISUDJIONO KOESWANDI,0
JALALUDIN,3
JAMAL ABDUL NASIR BAMADHAJ,3
JAMAL ROSYIDIN HAKKI,1
JAMES ARTHUR RATCLIFFE,1
JAMES FREDERICK KWEE,3
JAMES MICHAEL CHU,3
JAMES TJAHAJA RIADY,1
JAMES WINNER,3
JAMIL BIN MOHAMED,3
JAN WINSTON TAMBUNAN,1
JANDRES HALOMOAN SILALAHI,0
JANE DEWI TAHIR,3
JANE LIRA TABITHA PURBA,2
JANG SEON PYO,3
JANGHYUK IM,0
JANNER TANDRA,0
JANNES PHILIPUS CHUANG,2
JANTO LILI,3
JANTO SALIM,3
JANTO SETIONO,3
JANTO WIKANDHA,3
JANUAR,3
JAP ASTRID PATRICIA,1
JAP JANTI KUSUMA JAYA,1
JAP SANANTHA KRISNA,0
JAPFA COMFEED INDONESIA TBK,2
JASIN AGUSTINA,3
JASIN HERMAWAN,3
JASINTA JUNIANTI BUDIMAN,3
JASON,3
JASON HIDAJAT,3
JASON J LAMUDA,1
JASON LAURENCE GREIVE,0
JASON MANURUNG,3
JASUINDO TIGA PERKASA TBK,3
JATI SIMINA,1
JATMIKO MURDIONO,3
JAY GEOFFREY WACHER,3
JAY T OENTORO,1
JAYA AGRA WATTIE TBK,0
JAYA KONSTRUKSI MANGGALA PRATAMA TBK,2
JAYA REAL PROPERTY TBK,2
JAYANTHI,1
JAYANTI SARI,1
JAYAWIJAYANINGTIYAS,3
JEAN MAURICE EUGENE MANE,1
JEANNE HEMA MANIMAREN,0
JEANNY MAKNAWI JOE,0
JEFFRI MASSIE,3
JEFFRY HALIM,1
JEFFRY SANUSI SOEDARGO,3
JEMBO CABLE COMPANY TBK,0
JEMI WIYONO PRIHADI,0
JEMMY ADRIYANOR,1
JEMMY HARTONO THEOS,0
JEMY SUTJIAWAN,0
JENNIVINE YUWONO,0
JENNY INTAN PERMATASARI,3
JENNY QUANTERO,3
JENNY TANUJAYA,0
JEO SASANTO,0
JEONG HYUK LEE,3
JEONG SUBOK,3
JEREMIA MANGAPUL SIMANDJUNTAK,0
JEREMIAH RATADHI,3
JEREMY SUHARYA,1
JERRY HERMAWAN LO,3
JERRY MARMEN,0
JERRY NG,0
JERY BORNEO PUTRA,3
JESSLYNE WIDJAJA,1
JETRINALDI,1
JHONNY VIRGO,3
JHONSON JOVIAL,3
JHONY SAPUTRA,0
JIANG FENG,3
JIANG XIAOZHEN,1
JIMMI HO,0
JIMMY,2
JIMMY BUDIARTO,1
JIMMY HALIM,0
JIMMY PAULUS WATULINGAS,0
JIMMY PRAMONO,0
JIMMY SUGIARTO SIE,0
JIMMY SUWONO,3
JIMMY TANDYO,0
JIMMY WIDJAJA,3
JIN QINGYONG,3
JINARJO HINDRAWAN,0
JO DENIE,0
JOANNE S TJANDRANEGARA,3
JOCELYNE S TJANDRA,3
JODI ANDREA SURYOKUSUMO,0
JODY HEDRIAN,3
JOE BENYAMIN,3
JOEDIANTO SOEJONOPOETRO,3
JOEDIJANTO,1
JOGA DHARMA SETIAWAN,3
JOGI HENDRA ATMADJA,0
JOHAN,1
JOHAN ANTHONY,0
JOHAN BINK,1
JOHAN BUNTORO,1
JOHAN ERAWAN,1
JOHAN FERDINAND MANGEMPIS,0
JOHAN GOJALI,3
JOHAN HIDAYAT,3
JOHAN MAKNAWI,0
JOHAN PRAWIRA ATMADJA,1
JOHAN ROSE,1
JOHAN SETIAWAN,2
JOHAN SILITONGA,3
JOHAN TEDJA SURYA,0
JOHAN WIDAKDO LIEM,1
JOHAN YUDA WICAKSANA,3
JOHANES ISPURNAWAN,3
JOHANES KENNEDY ARITONANG,0
JOHANES KUNTJORO ADISARDJONO,3
JOHANES L ANDAYAPRANA,3
JOHANES PANDYOPRANOTO,0
JOHANES PARTA SESANGKA,3
JOHANNES B E TRIATMOJO,2
JOHANNES EDWIN PUTRA,1
JOHANNES HUSIN,1
JOHANNES LOMAN,0
JOHANNES PARADI SIHOTANG,1
JOHANNES SETIADHARMA,1
JOHANNES SETIJONO,3
JOHANNES SURIADJAJA,1
JOHANNES ZAMINDA JALI,1
JOHARTONO SUSILO,0
JOHN DAVID NEHEMIA ENGELEN,3
JOHN DHARMA J KUSUMA,0
JOHN GLEDHILL,1
JOHN HENRY,3
JOHN JOKO HARTONO,3
JOHN KOSASIH,1
JOHN KURNIAWAN,3
JOHN LOPULISA,0
JOHN LUKAS PRAWIROMARUTO,1
JOHN MICHAEL SUTANTO,1
JOHN PIETER SEMBIRING,1
JOHN RIADY,0
JOHN SIMON,1
JOHN SUHANTO,1
JOHN WILLIAM RYAN,3
JOHNNY,1
JOHNNY LIYANTO,0
JOHNNY PESIK,3
JOHNNY PONTO,0
JOHNNY SWANDI SJAM,0
JOHNNY WIDJAJA,3
JOHNNY WONGSONEGORO,1
JOHNNY YUSUF BIN ABDULLAH,1
JOHNSON JOVIAL,1
JOHNSON WILLIANG SUTJIPTO,3
JOHNY LUMINTANG,3
JOKO BUDI SANTOSO,1
JOKO GUNAWAN,1
JOKO HARTONO KALISMAN,3
JOKO KUS SULISTYOKO,1
JOKO MARYANTO,0
JOKO SARWONO,3
JOKO SETIAWAN,3
JOKO TAMORA,1
JOKO WIDODO,0
JONAH IGNATIUS SUHARYA,1
JONATA GITAPRABOWO,3
JONATHA SOFJAN HIDAJAT,3
JONATHAN LIMBONG PARAPAK,3
JONATHAN TAHIR,3
JONATHAN TJITRA SUTOMO,0
JONATHAN TJUGIARTO,1
JONG ANN CLAUDYA,1
JONG HA LEE,0
JONGSUNG WON,1
JONI RAINI,1
JONI RIZAL,1
JONI SUPRIYANTO,0
JONI SWASTANTO,2
JONI TRESNOHADI,1
JONNI,0
JONNY WIRYANTO,3
JONNY WONG,1
JONY CHAYADI,3
JOPIE WIDJAJA,1
JORIDA,1
JOS HERY WIDJAJA,0
JOSAVIA RACHMAN ICHWAN,3
JOSE FRANCIS BERCES ACANTILADO,3
JOSE MA KAMANTIGUE LIM,3
JOSEF ARIES DEWANTORO,0
JOSEF GUNAWAN SETYO,2
JOSEF KANDIAWAN,3
JOSEF MULIAWAN KANGDRA,1
JOSEP ISMANTO,2
JOSEPH ADITYA MINARTO,0
JOSEPH FELLIPUS PETER LUHUKAY,1
JOSEPH HON PONG NG,3
JOSEPH OETOMO,0
JOSEPH PRAJOGO,0
JOSEPH SANUSI TJONG,3
JOSEPHINE HANDAYANI HIDAJAT,2
JOSEPHINE MUALIM,1
JOSEPHINE SUKMADEWI KARJADI,2
JOSHUA LUKE TANDIONO,1
JOSHUA SUHARYA,1
JOSIA AABDISAPUTERA,1
JOSSY WIDYANTARA,1
JOVASKY PANG WEI SHEN,1
JOY WAHJUDI,1
JOYCE SOERYADJAYA KERR,1
JOZEF DARMAWAN ANGKASA,0
JUAN MULYA,1
JUANA SUMALI,1
JUANDA HASURUNGAN SIDABUTAR,3
JUANTO HALIM,1
JUANTO SALIM,3
JUDI WIDJAJA LEONARDI,3
JUDIONO TOSIN,0
JUHANDA,0
JUHARDI,0
JULFAHDIN PANCA,3
JULI BERLIANA POSMAN,0
JULIANA CHRISTINA KATUARI,1
JULIANA GRACE MAMORA,1
JULIANA WIDJAJA,1
JULIANTO MIHARDJA,3
JULIANTO SIDARTO,3
JULIEN PIERRE COMBARET,2
JULINA MERE,1
JULIUS ASLAN,0
JULIUS KURNIAWAN,0
JULIUS SUGANDHY,0
JULIUS WAHYU KALAIJ,2
JUMARYANI,1
JUN SAITO,3
JUNAIDI,1
JUNAIDI ARIANSYAH,0
JUNG HO HAN,0
JUNG HYO CHOI,1
JUNG YOUNG SEOP,1
JUNIANA TRANGGONO,1
JUNIOR JOHN RORIMPANDEY,0
JUNIUSCO CUACA,3
JUNIWATI GUNAWAN,1
JUPITA NENGSEH WIDJAJA,1
JUPRI WIJAYA,1
JURGEN JANSSENS,1
JURIST EFRIDA ROBBYANTONO,3
JUSAK KERTOWIDJOJO,1
JUSLINA DJAJA,3
JUSTIANI HADIPRANOTO,3
JUSTIN GUY MAYALL,1
JUSTINUS DALIMIN JUWONO,3
JUSTINUS SUPARTONO,1
JUSUP HALIMI,1
JUSUP SUTRISNO,0
JUWITA WIJAYA,1
KA JIT,1
KABULINCO JAYA,0
KADIR WIDJAJA,0
KAGETIN,0
KAHAR ANWAR,3
KALBE FARMA TBK,1
KAMARUDDIN,0
KAMARUDDIN AMIN,1
KAMBIYANTO KETTIN,0
KAMDAR PRAKASH VINODRAI,3
KAMEN KAMENOV PALATOV,3
KAMILA KATARZYNA KOZIKOWSKA,3
KAMSRI,3
KANAKA PURADIREDJA,0
KANG BONG JOO,0
KANG JIMMI,3
KARDI PRIONO SUTARDJI,3
KARDJA RAHARDJO,0
KAREEM MOUSTAFA,1
KAREL PATIPEILOHY,0
KAREN LOUISE STOUT,1
KARIM,1
KARIM NAGADIPURNA NG,1
KARISMA KAMDANI,3
KARL ANTON JOHANNES DEPPEN,1
KARMAN TANDANU,1
KARNA BRATA LESMANA,1
KARNADI MARGAKA,1
KARSONO KWEE,1
KARSONO TIRTAMARTA,1
KARTA WIDJAJA,0
KARTHIKEYAN BALASUBRAMANIAN,3
KARTIKA,0
KARTIKA HAMAMI,2
KARTIKA HENDRAWAN,1
KARTIKA WIRJOATMODJO,3
KARTINI JUSUP,1
KARTONO KADIR,1
KARUNA MURDAYA,1
KARUNIA SELARAS ABADI,1
KARYAWAN PERSEROAN,3
KARYONO,1
KARYONO RAHARDJO,1
KASIM,3
KASMIRAN,0
KATHARINE WIANNA,0
KATHLEEN L QUIRK,1
KATHRIN WIDJAJA,0
KATHRYN ALEXIS DUGAN,3
KATRINA RAHARDJA,1
KAWAN RAHMAT,3
KAWASAN INDUSTRI JABABEKA TBK,2
KAWIRO SUSILO,1
KAYATA ABADI,0
KAZUHIKO AMINAKA,3
KAZUTERU MAKIYAMA,3
KAZUYOSHI MARUOKA,3
KEDAWUNG SETIA INDUSTRIAL TBK,2
KEIJI HIRANO,3
KEISUKE KITAMURA,1
KELVIN BUDIMAN,3
KELVIN SURYANTO,0
KELVIN TEDDY,3
KEMAL AZIS STAMBOEL,3
KEMAL DJAMIL SIREGAR,1
KEMAL MAWIRA,0
KEMAS ERWAN HUSAINY,1
KEMAS MUHAMAD ARDIAN,1
KENGO MOGI,1
KENNARD JR S KURNIA,1
KENNETH CHEN,3
KENNETH REILLY,3
KENNY LIM,0
KENT GUI,1
KENTARO FUJIOKA,1
KERAMIKA INDONESIA ASSOSIASI TBK,3
KERI LESTARI DANDAN,1
KEVEN SUKIRNO,1
KEVIN BRYAN ALUWI,0
KEVIN GERARD GLUSKIE,3
KEVIN JONG,0
KHAIRUDDIN SIMATUPANG,3
KHALID AHMED AL SADA KHALID AL SADA,1
KHALID BIN OMAR ABDAT,1
KHENDRY,1
KHO CING SIONG,1
KHOFIFAH INDAR PARAWANSA,3
KHOIRUDIN,2
KHOO SONG KOON,3
KHORNAYLIUS RINA,3
KHOUW LIP SWAN,0
KHURNIATI,3
KICKY ANDRIE DAVETRA,3
KIKI HAMIDJAJA,0
KIKI RIZKI AULIA,1
KIKI SYAHNAKRI,3
KIKY SUHERLAN,3
KILALA TILAAR,1
KIM CHANG SOO,3
KIM DONG HYUM,0
KIM DONG WOOK,1
KIM EUNGCHUL,3
KIM HYO YEOL,3
KIM JOHANES MULIA,1
KIM JOONSEOK,3
KIM MAENG YOON,3
KIM SANGHWI,3
KIM TAEJAE,3
KIM WONJUNG,1
KIM WOOK BAE,3
KIMBERLY AZALEA TANMIZI,0
KIMIA FARMA TBK,1
KIN CHAN,3
KINDARTO KOHAR,0
KING IRIAWAN SUTANTO,0
KIOE NATA,0
KISYUWONO,2
KITTIKUN THONGDEJSRI,0
KIUNG HUI NGO,3
KLEMEN DROLE,1
KMI WIRE AND CABLE TBK,3
KO DAE JIN,2
KO PUJI,0
KO SUGIARTO,0
KOBEXINDO TRACTORS TBK,3
KOENIADI,0
KOH BING HOCK,3
KOH SOEI ENG,3
KOHAR SUTOMO,0
KOICHI FUNABIKI,1
KOICHIRO ANZAI,1
KOKOH INTI AREBAMA TBK,0
KONG CHO WO,0
KONOSUKE MIZUTA,3
KOO KWANG MO,0
KOO KWANGRIM,3
KOON YAT KUEN,3
KOPERASI HARAPAN MAKMUR BERSAMA,1
KOPERASI KARYAWAN PT BUKAKA TEKNIK UTAMA TBK,3
KOPERASI KELUARGA BESAR SEMEN PADANG,3
KOPERASI LANGGAI BERSAMA,1
KOPERASI MEDIA SEJAHTERA BERSAMA,1
KOPERASI MELATA JAYA INDAH,3
KOPERASI PUSAKA BULAU SAHABUN,0
KOPERASI SAWIT AGUNG BAYA,0
KOPERASI SELIMBAU JAYA,0
KOPERASI SELUAI JAYA ABADI,0
KOPERASI SUMBER AIR JAYA,0
KOPERASI TERAS BALAWAN,0
KOSASIH,0
KOSMIAN PUDJIADI,0
KOSUKE IKEDA,1
KRAKATAU STEEL (PERSERO) TBK,3
KRESNA PRIAWAN DJOKOSOETONO,2
KRIDA,0
KRIS HARYANTO,1
KRISANA EAMVORASOMBAT,3
KRISDA MONTHIENVICHIENCHAI,1
KRISDIANTO LESMANA,3
KRISTANTO,3
KRISTANTO WIDJAJA,1
KRISTIAN PUDJIADI,0
KRISTIANI HERRAWATI,3
KRISTINA BAY MACA,3
KRISTIYANI,1
KRISTIYONO MARTA L,1
KUNAEFI,3
KUNARDY DARMA LIE,0
KUNCORO WIBOWO,3
KUNTJARA,3
KUNTO SUPARJO KENTJANA,1
KUO JEN CHIU,0
KUOK KHONG HONG,0
KUOK KHOON CHEN,3
KUOK KHOON EAN,3
KUOK OON KWONG,3
KURNADI SETIAWAN,3
KURNIA HADI SINANTO,3
KURNIAWAN YUWONO,3
KURNIJANTO EDY SANGGONO,0
KUSMIATI,1
KUSNADI,1
KUSNADI BUDIMAN,1
KUSNAN BASRI,3
KUSNO HARDJIANTO,3
KUSNOKO,3
KUSTOMO,0
KUSUMANINGTUTI SANDRIHARMY SOETIONO,3
KUSUMO DEWININGRUM SUNJOTO,1
KUSUMO MARTANTO,0
KUSWIYOTO,1
KWAN SIOE MOEI,1
KWOK WAI YING DAWN,0
KWON GI HAN,1
L KRISNAN CAHYA,3
L ROSWITA,3
LAI KIEN HSIN,3
LAI LAI,1
LAI MAY LING,3
LAI SU FA,3
LAKSMI DEWI HUDIANTO,2
LAKSMONO TIRTO KUSUMO,1
LAKSONO TRISNANTORO,1
LAM TAN YING,1
LANA SARIA,1
LANGGENG MAKMUR INDUSTRI TBK,0
LANI DARMAWAN,1
LANNY PUJILESTARI LIGA,2
LANY DJUWITA,0
LANY WATI,1
LAODE MERAH AZHARI,1
LAREINA KUSUMA,0
LASMAN CITRA,1
LATIP,3
LAU CHIA NGUANG,3
LAU JOO HWA,3
LAURENSIA D SIHOTANG,1
LAURENT ANGELO SIGISMONDI,3
LAURENTIA HARIADI,1
LAUW SWAN HIE SAMUEL,1
LAWRENCE BARKI,3
LAWRENCE EDWARD PAGE,1
LAWRENCE REHMAN LEE SENG HOCK,3
LAY SIOE HO,0
LEA PUDUMJEE,0
LEE ALIMIN,0
LEE CHI HUNG,0
LEE EE LING,1
LEE KAI KWONG,1
LEE KANG HYEOB,3
LEE KUENYAO,0
LEE MON LUN,1
LEE OI HIAN,3
LEE SUHARLIE,3
LEE WENDER,0
LEE YAW LOONG FRANCIS,1
LEE YONG HWA,1
LEGOWO SANDOJO,1
LEILANA DARDJOWIDJOJO,3
LEMAN SUTI,1
LEMBING,1
LENAWATI PUDJIADI,0
LENAWATI SETIADI P,0
LENNY DEWITA PUTRI,1
LENNY LIESLIANI,3
LENNY MARLYNA WIBISONO,1
LEO AGUNG VITO WICAKSANA,3
LEO ANDYANTO,3
LEO FIRDAUS,1
LEO HANDOKO LAKSONO,1
LEO KHOE JANG AGUSTINUS WIJAYA,1
LEONARD HIDAYAT,3
LEONARD WIJAYA,0
LEONARDUS WAHYU WASONO MIHARDJO,0
LEONEL GOZALI,3
LEONG SEE MUN,3
LEOPARD LYMAN,0
LERSAN MISITSAKUL LUZI ANDREA MATZIG,3
LESLIE SOEMEDI,0
LESMANA DJASA,0
LEVINA ADRIANNE TANZA,3
LEWI SASMITA KOSASIH,0
LEYAND INTERNATIONAL TBK,3
LI CHENG,1
LI CHUO PIN,1
LI DEGAO,1
LI FUYING,1
LI JIE,1
LI QUNFENG,0
LI WENBO,1
LIA ITOK GARBIANTO,3
LIA KATRINA,0
LIA MARLIANA,3
LIANA KUSWANDI,1
LIANA SAPUTRI,3
LIANAWATI SULISTIJONO,0
LIANAWATY SUWONO,1
LIANG WEIQI,1
LIANI CHANDRA,2
LIANTO SUWANDY,0
LIAUW HERRY HENDARTA,1
LIDYA ANWAR,1
LIE ANG SIOE NIO,3
LIE BOEN TIONG,3
LIE DANNY,1
LIE DAVID LIMINA,3
LIE FONDA,1
LIE HARJONO,0
LIE HENDY LIANTO,0
LIE KHIMTAMY KURNIADY,1
LIE LY,3
LIE PHING,3
LIE SUHANTO,1
LIE VONNY SUSANTO,1
LIEM ANDRIAN BUDI KUSUMA,3
LIEM CAHYO WIJAYA,0
LIEM CHIE ING,1
LIEM KIAN HONG,1
LIEM LILY WIJAYA,0
LIEM TJIONG KUANG,3
LIEM WIDYA WIJAYA,0
LIEN DAH JAYA,0
LIHIN RUSTAFA,3
LIKE BRANDA NG,1
LIKE RANI IMANTO,1
LILA,0
LILI MULYADI SUTANTO,0
LILI S BUDIANA,1
LILI SURIATI TANZIL,2
LILIANA HUDIANTO,2
LILIANA KOMAJAYA,3
LILIANA SUSILOWATI,1
LILIAWATI RAHARDJO,3
LILIES HANDAYANI,1
LILIK ENDAH HARIATI,1
LILIK ISTICHANAH,3
LILIK OETOMO,1
LILIK SUJIEANTO,1
LILIM VALENDRA,3
LILIS MULYAWATI,1
LILIYANTI SOEWANTO,0
LILY,3
LILY MARGARETHA,3
LILY TAMIN,1
LILYANNA,0
LILYANTI TJITRA,0
LIM ARIEF HANDOKO,3
LIM AUN SENG,1
LIM CHAI HOCK,3
LIM CHEAH CHOOI,0
LIM CHI JEOW,1
LIM CHIN KIM,0
LIM CHONG THIAN,0
LIM DUK JIN,0
LIM ENG KHIM,0
LIM GUNARDI HARIYANTO,3
LIM GUNAWAN HARIYANTO,3
LIM HARIYANTO WIJAYA SARWONO,3
LIM HONG,0
LIM JING YI CLARA KARIM,3
LIM JONSEN,0
LIM JUN LIN,0
LIM KAH HOCK,0
LIM KING HUI,3
LIM KOK THAY,3
LIM LEONG CHING,3
LIM SEUNG JAE,3
LIM SOON HUAT,3
LIM TAI PONG,0
LIM THOMAS,1
LIMAS ANANTO,3
LIN JIN YING,1
LIN JIQUN,0
LINA,0
LINA NGABDI,0
LINA SUTI,1
LINA SUWARLY,3
LINAGUSTIN SANTOSO,3
LINARDO LIE,3
LINAWATI,1
LINAWATI NJONO,1
LINAYATI,1
LINDA HARJONO,3
LINDA HUSNY,1
LINDA LUKITASARI,2
LINDA SURYASARI WIJAYA,3
LINDA TATY,3
LINDAWATI,3
LINDAWATI GANI,3
LINDAWATI TERTA,1
LINGGO WIJAYA LIN,0
LIOE CU LING,1
LIOE THA NEN,2
LION METAL WORKS TBK,0
LION SANJAYA,3
LIONEL DUMAIS PANTOW,1
LIONG BIE MIN,0
LIONMESH PRIMA TBK,0
LIPPO CIKARANG TBK,1
LIPPO GENERAL INSURANCE TBK,1
LIPPO KARAWACI TBK,1
LIRYAWATI,1
LISAN,3
LISJANTO TJIPTOBIANTORO,1
LISTY SUTIANI HARTANTO,0
LITA ASTRALITA,0
LITA MUTIAH HUDIANTO,2
LITTA INDRIYA ARIESCA,1
LIU BIXIONG,3
LIU CHAO,0
LIU CHEN ZHI,3
LIU MEIHUA,0
LIU SUNG PHIN,3
LIU WEI TING,0
LIU XIN,3
LIU YUT MEN,1
LIYANTONO,3
LIZA PRASODJO,2
LM ARYA BIMA YUDIANTARA,3
LO KHENG HONG,2
LO KHIE PONG,0
LO RENDY HARYO PANGESTU,1
LOJIMIN,3
LOKA BUDIMAN WIDJAJA,3
LOKMAN JAMIL,1
LOLITA DJONG,1
LONG CHUANTAO,1
LORA MELANI LOWAS BARAK RIMBA,0
LOUDY IRWANTO ELLIAS,3
LOUIS JINARA,3
LOUIS WICKY CHANDRA,0
LOUISE LI,0
LOW TECK SENG JONATHAN,1
LOW TUCK KWONG,3
LOW YEW LEAN,0
LOW YI NGO,3
LOW ZE WEN,0
LU FRANSISCA LUKE IE TJIE,1
LU YINGJIE,3
LUBNA ALI ABDAT,1
LUCAS,0
LUCERIA SIAGIAN,3
LUCIA ARIANI,3
LUCIA SOENARDI,1
LUCIANA,2
LUCIANA SUTANTO,2
LUCKMAN HARJANTO BACHTIAR WILOPO,1
LUCKY BUDIMAN SANTOSA,3
LUCY TJAHJADI,1
LUDIJANTO SETIJO,3
LUDOVICUS SENSI WONDABIO,0
